identifier,title,text,ogd
604@statistisches-amt-kanton-zuerich,Zwei Initiativen - zweimal Nein, Zwei Initiativen - zweimal Nein Eine Analyse der Zürcher Resultate des Urnengangs vom 8.3.2015 abstimmungen demokratie politik statistik.info Politik,False
607@statistisches-amt-kanton-zuerich,Haushaltsformen gestern und heute, Haushaltsformen gestern und heute Entwicklung der Haushaltsstruktur im Kanton Zürich zwischen 1970 und 2013 bevoelkerung bevoelkerungsstatistik einwohner haushaltsstruktur haushaltstypen statistik.info Bevölkerung,False
620@statistisches-amt-kanton-zuerich,Welche Namen wählen Paare bei der Heirat?, Welche Namen wählen Paare bei der Heirat? Eine Analyse der Namenswahl der frischverheirateten Zürcherinnen und Zürcher bevoelkerung bevoelkerungsstatistik ehe einwohner heiraten statistik.info Bevölkerung,False
634@statistisches-amt-kanton-zuerich,Gute Finanzlage trotz Finanzkrise, Gute Finanzlage trotz Finanzkrise None gemeindefinanzen statistik.info Öffentliche Verwaltung und Finanzen,False
638@statistisches-amt-kanton-zuerich,Arbeitskräfte im Kanton Zürich immer besser qualifiziert," Arbeitskräfte im Kanton Zürich immer besser qualifiziert Eine Analyse der Schweizerischen Arbeitskräfteerhebung 2003-2011 arbeitsmarkt ausbildungsniveau statistik.info Arbeit, Erwerb Wirtschaftliche und soziale Situation der Bevölkerung",False
648@statistisches-amt-kanton-zuerich,"Volkswahl des Bundesrates, Asylgesetz und Bonzensteuer"," Volkswahl des Bundesrates, Asylgesetz und Bonzensteuer Eine Analyse der Zürcher Resultate der Abstimmungen vom 9.6.2013 abstimmungen demokratie politik statistik.info Politik",False
446@statistisches-amt-kanton-zuerich,Beziehungsmuster im Verkehrsraum Zürich, Beziehungsmuster im Verkehrsraum Zürich Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» statistik.info Mobilität und Verkehr,False
449@statistisches-amt-kanton-zuerich,Politik im Kanton Zürich - eine Synthese, Politik im Kanton Zürich - eine Synthese None demokratie parteien statistik.info stimmbeteiligung waehleranteil Politik,False
454@statistisches-amt-kanton-zuerich,Tangential- und Radialpendler im Verkehrsraum Zürich, Tangential- und Radialpendler im Verkehrsraum Zürich None mobilitaet statistik.info Mobilität und Verkehr,False
458@statistisches-amt-kanton-zuerich,Schul- und Berufswahl 2000-2005," Schul- und Berufswahl 2000-2005 None bildung statistik.info Bildung, Wissenschaft",False
461@statistisches-amt-kanton-zuerich,Regionalisierte Bevölkerungsprognosen für den Kanton Zürich bis 2030, Regionalisierte Bevölkerungsprognosen für den Kanton Zürich bis 2030 Prognosen 2005 bevoelkerung bevoelkerungsprognosen bevoelkerungsstatistik einwohner einwohnerzahl prognosen statistik.info Bevölkerung,False
463@statistisches-amt-kanton-zuerich,Ehen werden später geschieden, Ehen werden später geschieden Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» bevoelkerung bevoelkerungsstatistik einwohner partnerschaft scheidung statistik.info Bevölkerung,False
490@statistisches-amt-kanton-zuerich,Gemeindebenchmarking Zu- und Wegzugsbefragung, Gemeindebenchmarking Zu- und Wegzugsbefragung Gesamtberichte ab 2009 statistik.info wegzuege zuzuege Bevölkerung,False
693@statistisches-amt-kanton-zuerich,Wahlarchiv Nationalratswahlen, Wahlarchiv Nationalratswahlen Ergenisse der Erneuerungswahlen der zürcherischen Mitglieder des Nationalrates demokratie nationalrat nationalratswahlen ogd politik politische_parteien wahlarchiv wahlen Politik,True
675@statistisches-amt-kanton-zuerich,Mobilität im Lockdown, Mobilität im Lockdown Eine Analyse der Auswirkungen der COVID-19-Krise auf das Mobilitätsverhalten covid-19 covid19 oeffentlicher_verkehr personenwagen privatverkehr s-bahn sars-cov-2 statistik.info strassenverkehr Mobilität und Verkehr,False
679@statistisches-amt-kanton-zuerich,Motorrad-Neuzulasssungen pro 1000 Einw. [Anz.]," Motorrad-Neuzulasssungen pro 1000 Einw. [Anz.] Zwischen dem 1. Oktober des Vorjahres und dem 30. September erstmals in Verkehr gesetzte Motorräder, geteilt durch die Bevölkerung in Tausend. Hinweis: Der Wert für den ganzen Kanton umfasst alle Motorräder mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben. bezirke fahrzeuge gemeinden kanton_zuerich motorfahrzeugbestand motorfahrzeuge motorraeder ogd Mobilität und Verkehr",True
689@statistisches-amt-kanton-zuerich,Neuzulassungen anderer Antrieb [%]," Neuzulassungen anderer Antrieb [%] Anteil der Personenwagen (PW) mit anderem Antrieb an allen Personenwagen, die zwischen dem 1. Oktober des Vorjahrs und dem 30. September erstmals in Verkehr gesetzt wurden. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben. bezirke fahrzeuge gemeinden kanton_zuerich motorfahrzeugbestand motorfahrzeuge ogd personenwagen Mobilität und Verkehr",True
690@statistisches-amt-kanton-zuerich,Wahlarchiv Kantonsratswahlen, Wahlarchiv Kantonsratswahlen Ergebnisse der Erneuerungswahlen der Mitglieder des Kantonsrates demokratie kantonsrat kantonsratswahlen ogd politik politische_parteien wahlarchiv wahlen Politik,True
669@statistisches-amt-kanton-zuerich,Personalbefragung Zürcher Gemeinden, Personalbefragung Zürcher Gemeinden Resultate der Personalbefragungen in Zürcher Gemeinden Öffentliche Verwaltung und Finanzen,False
671@gesundheitsdirektion-kanton-zuerich,COVID_19 Fallzahlen Kanton Zürich ab 27.02.2020," COVID_19 Fallzahlen Kanton Zürich ab 27.02.2020 Die Fallzahlen umfassen die im Kanton Zürich getesteten Personen. Die Daten werden bei Updates der Gesundheitsdirektion Kanton Zürich aktualisiert (Uhrzeit der Aktualisierung und der Erhebung können variieren). Ab 9. März 2020 galt ein neues Testregime: Nur noch Personen, die schwere Symptome zeigten, ein erhöhtes Komplikationsrisiko besassen oder in direktem Kontakt mit PatientInnen oder BewohnerInnen von Alters- und Pflegeheimen standen, wurden getestet. Seit dem 27. April 2020 empfiehlt das Bundesamt für Gesundheit BAG zusätzlich Personen zu testen, die Symptome einer akuten Atemwegserkrankung zeigen, Muskelschmerzen oder Geruchs- oder Geschmacksverlust aufweisen. alter altersgruppen altersklassen bezirke corona covid-19 covid19 gemeinden geschlecht gesundheit kanton_zuerich krankheiten ogd sars-cov-2 todesfaelle Gesundheit",True
658@statistisches-amt-kanton-zuerich,"Gripen, Mindestlohn und Kirchensteuer"," Gripen, Mindestlohn und Kirchensteuer Eine Analyse der Zürcher Resultate der Abstimmungen vom 18.5.2014 abstimmungen demokratie politik statistik.info Politik",False
680@statistisches-amt-kanton-zuerich,Bestand Benzinmotor [%]," Bestand Benzinmotor [%] Anteil der Personenwagen (PW) mit Benzinmotor an allen am 30. September eingelösten Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben. bezirke fahrzeuge gemeinden kanton_zuerich motorfahrzeugbestand motorfahrzeuge ogd personenwagen Mobilität und Verkehr",True
684@statistisches-amt-kanton-zuerich,Bestand anderer Antrieb [%]," Bestand anderer Antrieb [%] Anteil der Personenwagen (PW) mit anderem Antrieb an allen am 30. September eingelösten Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben. bezirke fahrzeuge gemeinden kanton_zuerich motorfahrzeugbestand motorfahrzeuge ogd personenwagen privatverkehr Mobilität und Verkehr",True
706@gesundheitsdirektion-kanton-zuerich,COVID_19 Belegung Intensivpflege Kanton Zürich ab 29.10.2020," COVID_19 Belegung Intensivpflege Kanton Zürich ab 29.10.2020 Anzahl zertifizierte Intensivpflege-Betten und deren aktuelle Belegung auf Spitalebene im Kanton Zürich. Daten enthalten: 'Name des Spitals', 'Anzahl Covid-19-PatientInnen auf der Intensivpflegestation, an deren Behandlung sich das Spital derzeit beteiligen müsste (die Sollwerte werden von der Gesundheitsdirektion zusammen mit den Spitälern definiert)', 'Anzahl Covid-19-PatientInnen auf der Intensivpflegestation', 'Anzahl andere PatientInnen auf der Intensivpflegestation'. corona covid-19 covid19 kanton_zuerich ogd spitaeler spitalpatient spitalpatientinnen Gesundheit",True
704@statistisches-amt-kanton-zuerich,Quartierentwicklung," Quartierentwicklung Rahmenbedingungen und Entwicklungspotenziale quartieranalyse raum raumstruktur siedlungsflaeche statistik.info Raum, Umwelt",False
709@fachstelle-ogd-kanton-zuerich,Web Service des Geschäftsverwaltungssystems des Kantonsrates des Kantons Zürich," Web Service des Geschäftsverwaltungssystems des Kantonsrates des Kantons Zürich Im Geschäftsverwaltungssystem (Gever) des Kantonsrates des Kantons Zürich werden sämtliche Geschäfte des Kantonsrates bewirtschaftet und dokumentiert. Über den Web Service können die im Internet publizierten Daten zu Geschäften, Sitzungen (Agenda) und (aktuellen) Mitgliedern nach Parteien, Fraktionen und Kommissionen abgerufen werden. Ebenso können Dokumente des Kantonsratsversands (jeweils die letzten 8 Versände) und die Kantonsrats-Protokolle (ab Mai 1995) bezogen werden. Die entsprechenden Endpunkte stehen als Ressourcen im Format XML zur Verfügung. Bei den Ressourcen handelt es sich um Endpunkte (teilweise als parametrisierte Beispielabfragen). Für Fragen und Rückmeldungen zu den Schnittstellen konsultieren Sie die Dokumentation unter ""Weitere Informationen"" oder wenden Sie sich per E-Mail an die bezeichnete Kontaktstelle. kantonsrat ogd politik politische_parteien Politik Öffentliche Verwaltung und Finanzen",True
718@fachstelle-ogd-kanton-zuerich,Polizeilich registrierte Verkehrsunfälle im Kanton Zürich," Polizeilich registrierte Verkehrsunfälle im Kanton Zürich Die Verkehrsunfallstatistik des Kantons Zürich (VUSTA) enthält die Strassenverkehrsunfälle mit Personen- und Sachschäden, die durch die Kantonspolizei Zürich, die Dienstabteilung Verkehr der Stadt Zürich sowie die Stadtpolizei Winterthur registriert wurden. Sie wird einmal jährlich aktualisiert, jeweils gegen Ende des ersten Quartals des Folgejahres. fahrzeuge gesamtverkehrsdaten langsamverkehr motorfahrzeuge motorraeder ogd sachschaden strassenverkehr strassenverkehrsunfaelle verkehrsunfaelle Gesundheit Mobilität und Verkehr",True
735@volksschulamt-kanton-zuerich,Kontaktpersonen des Volksschulamts des Kantons Zürich nach Schulgemeinde und Themen," Kontaktpersonen des Volksschulamts des Kantons Zürich nach Schulgemeinde und Themen Für Schulbehörden, Schulleitungen, Schulverwaltungen und Lehrpersonen zusammengestellte Kontaktpersonen des Volksschulamts zu Primar- und Sekundarschulen und den Themen 'Personal', 'Lohn', 'Beratung' und 'Sonderpädagogik'. bildung ogd primarschule schulen schulgemeinden sekundarschule volksschule Bildung, Wissenschaft",True
160@statistisches-amt-kanton-zuerich,Eigenkapital [Fr./Einw.], Eigenkapital [Fr./Einw.] Zweckfreies Eigenkapital pro Einwohner. Das zweckfreie Eigenkapital umfasst die finanzpolitische Reserve und den Bilanzüberschuss/-fehlbetrag. Es dient der Deckung von zukünftigen Aufwandüberschüssen. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019. bezirke eigenkapital finanzkennzahlen gemeindefinanzen gemeinden kanton_zuerich ogd Öffentliche Verwaltung und Finanzen,True
168@statistisches-amt-kanton-zuerich,Nettoaufwand Finanzen und Steuern [Fr./Einw.], Nettoaufwand Finanzen und Steuern [Fr./Einw.] Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019. bezirke gemeindefinanzen gemeinden gemeindesteuern kanton_zuerich nettoaufwendungen oeffentliche_finanzen ogd steuern Öffentliche Verwaltung und Finanzen,True
191@statistisches-amt-kanton-zuerich,Steuerkraft berichtigt [Mio.Fr.], Steuerkraft berichtigt [Mio.Fr.] Berichtigte Steuerkraft (Steuerkraft nach Finanzausgleich). bezirke gemeinden kanton_zuerich ogd steuerkraft steuern Öffentliche Verwaltung und Finanzen,True
192@statistisches-amt-kanton-zuerich,Steuerertrag Grundsteuern [Mio.Fr.], Steuerertrag Grundsteuern [Mio.Fr.] Steuerertrag Grundsteuern (Nettoertrag Rechnungsjahr): Der Kanton Zürich kennt seit der Steuerperiode 2005 nur noch die Grundstückgewinnsteuer. Die Handänderungssteuer wurde mit einer Volksabstimmung per 1. Januar 2005 abgeschafft. bezirke gemeindefinanzen gemeinden grundsteuern kanton_zuerich ogd steuerertrag steuern Öffentliche Verwaltung und Finanzen,True
193@statistisches-amt-kanton-zuerich,Steuerertrag Kirchgemeinden [Mio.Fr.], Steuerertrag Kirchgemeinden [Mio.Fr.] Steuerertrag Kirchgemeinden (Nettoertrag Rechnungsjahr). bezirke gemeindefinanzen gemeinden kanton_zuerich kirchgemeinden ogd steuerertrag steuern Öffentliche Verwaltung und Finanzen,True
197@statistisches-amt-kanton-zuerich,Steuerkraft ber. (arith. Mittel 3 Jahre) [Mio.Fr.], Steuerkraft ber. (arith. Mittel 3 Jahre) [Mio.Fr.] Berichtigte Steuerkraft (Steuerkraft nach Finanzausgleich): arithm. Mittel der letzten 3 Jahre. bezirke gemeinden kanton_zuerich ogd steuerkraft steuern Öffentliche Verwaltung und Finanzen,True
104@statistisches-amt-kanton-zuerich,Bevölkerung: Anteil 40-64-Jährige [%]," Bevölkerung: Anteil 40-64-Jährige [%] Anteil 40-64-Jähriger an der Gesamtbevölkerung nach zivilrechtlichem Wohnsitz (ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber).  alter altersstruktur bevoelkerung bezirke gemeinden kanton_zuerich ogd Bevölkerung",True
148@statistisches-amt-kanton-zuerich,Personenwagen [Anz.]," Personenwagen [Anz.] Am 30. September eingelöste Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben. bezirke fahrzeuge gemeinden kanton_zuerich motorfahrzeugbestand motorfahrzeuge ogd personenwagen privatverkehr Mobilität und Verkehr",True
341@statistisches-amt-kanton-zuerich,Beschäftigte im Sekundärsektor [Anz.]," Beschäftigte im Sekundärsektor [Anz.] Anzahl Beschäftigte des Sekundärsektors (Bergbau, Verarbeitendes Gewerbe/Herstellung von Waren, Energie- und Wasserversorung, Baugewerbe/Bau). Aktuellstes Jahr provisorisch. arbeitsmarkt beschaeftigte bezirke gemeinden industrie kanton_zuerich ogd wirtschaftssektor Arbeit, Erwerb",True
346@statistisches-amt-kanton-zuerich,Total Beschäftigte [Anz.]," Total Beschäftigte [Anz.] Anzahl Beschäftigte des Primär-, des Sekundär- und des Tertiärsektors. Aktuellstes Jahr provisorisch. arbeitsmarkt beschaeftigte bezirke gemeinden kanton_zuerich ogd Arbeit, Erwerb",True
378@statistisches-amt-kanton-zuerich,"Bauinv. ÖV, Kommunik. 5 Jahre [Fr./Einw.]"," Bauinv. ÖV, Kommunik. 5 Jahre [Fr./Einw.] Durchschnittliche Bauinvestitionen der letzten 5 Jahre im Bereich ÖV und Kommunikation (Bauinv. für Bahn, Bus, Tram, Flugverkehr und Schifffahrt sowie für Kommunikation), in Franken pro Einwohner. bauinvestitionen bezirke gemeinden infrastruktur kanton_zuerich oeffentlicher_verkehr ogd Bau- und Wohnungswesen",True
39@statistisches-amt-kanton-zuerich,Schül. Berufsschule [Anz.]," Schül. Berufsschule [Anz.] Anzahl BerufsschülerInnen (nach Wohnort) berufsschule bezirke gemeinden kanton_zuerich ogd schueler schuelerinnen schulen Bildung, Wissenschaft",True
72@statistisches-amt-kanton-zuerich,Bauzonen überbaut  [%], Bauzonen überbaut  [%] Anteil überbaute Bauzonenfläche gemessen an der gesamten Bauzonenfläche bauzonen bezirke gemeinden kanton_zuerich nutzungsreserven ogd Bau- und Wohnungswesen,True
279@statistisches-amt-kanton-zuerich,Schül. Tertiärstufe [Pers. pro 1000 Einw.]," Schül. Tertiärstufe [Pers. pro 1000 Einw.] inkl. Universität Zürich, aber ohne ETH; gemessen an der zivilrechtlichen Bevölkerung Ende Vorjahr bezirke gemeinden kanton_zuerich ogd schueler schuelerinnen studierende tertiaerstufe Bildung, Wissenschaft",True
357@statistisches-amt-kanton-zuerich,VZÄ im Tertiärsektor [Anz.]," VZÄ im Tertiärsektor [Anz.] Beschäftigung des Tertiärsektors (Handel, Instandhaltung/Reparatur, Verkehr/Lagerei, Gastgewerbe/Gastronomie, Information/Kommunikation, Finanz-/Versicherungs-DL, Grundstücks-/Wohnungswesen, weitere DL, öffentliche Verwaltung, Erziehung/Unterrricht, Gesundheit, Kunst) in Vollzeitäquivalenten. Aktuellstes Jahr provisorisch. Ab 2015 Berechnung mit neuem Modell, was in Bezug auf die VZÄ zu einem Bruch in der Zeitreihe zwischen 2014 und 2015 führt. Werte < 4 werden nicht ausgewiesen. arbeitsmarkt beschaeftigte bezirke dienstleistungssektor gemeinden kanton_zuerich ogd wirtschaftssektor Arbeit, Erwerb",True
293@statistisches-amt-kanton-zuerich,Steuerb. Vermögen natürl. Pers. Durchschn. [Fr.], Steuerb. Vermögen natürl. Pers. Durchschn. [Fr.] Steuerbares Vermögen natürlicher Personen des Kantonalen Steueramts. (Durchschnitt). bezirke gemeinden kanton_zuerich natuerliche_personen ogd steuerbares_vermoegen vermoegen Öffentliche Verwaltung und Finanzen,True
297@statistisches-amt-kanton-zuerich,NRW Wähleranteil BDP [%], NRW Wähleranteil BDP [%] Wähleranteil BDP bei Nationalsratswahlen. Hinweis: 2015 werden alle Auslandschweizer zur Stadt Zürich gezählt. bezirke gemeinden kanton_zuerich nationalratswahlen ogd parteien politik wahlen Politik,True
302@statistisches-amt-kanton-zuerich,NRW Wähleranteil FDP [%], NRW Wähleranteil FDP [%] Wähleranteil FDP bei Nationalratswahlen. Hinweis: 2015 werden alle Auslandschweizer zur Stadt Zürich gezählt. bezirke gemeinden kanton_zuerich nationalratswahlen ogd parteien politik wahlen Politik,True
361@statistisches-amt-kanton-zuerich,NRW Wähleranteil GP [%], NRW Wähleranteil GP [%] Wähleranteil GP bei Nationalratswahlen. Hinweis: 2015 werden alle Auslandschweizer zur Stadt Zürich gezählt. bezirke gemeinden kanton_zuerich nationalratswahlen ogd parteien politik wahlen Politik,True
10@statistisches-amt-kanton-zuerich,KRW Wähleranteil SD [%], KRW Wähleranteil SD [%] Wähleranteil SD bei Kantonsratswahlen bezirke gemeinden kanton_zuerich kantonsratswahlen ogd parteien politik wahlen Politik,True
226@statistisches-amt-kanton-zuerich,Verpackungsglasmengen [Tonnen]," Verpackungsglasmengen [Tonnen] Verpackungsglasmengen aus kommunaler Sammlung von Industrie und Privathaushalten. altglas bezirke gemeinden kanton_zuerich ogd recycling Raum, Umwelt",True
234@statistisches-amt-kanton-zuerich,Apotheken [pro 1000 Einw.], Apotheken [pro 1000 Einw.] Definition: Alle öffentlichen Apotheken im Kanton Zürich. Aktuellstes Jahr provisorisch. Stand: Anfangs Folgejahr. apotheken bezirke gemeinden gewerbe kanton_zuerich ogd Gesundheit,True
237@statistisches-amt-kanton-zuerich,Anteil 2 Zi.-Wohnungen [%], Anteil 2 Zi.-Wohnungen [%] Anteil 2 Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand aufgrund Fortschreibung der GWZ mit Daten der WBT. bezirke gemeinden kanton_zuerich ogd wohnungen wohnungsbestand zimmerzahl Bau- und Wohnungswesen,True
300@statistisches-amt-kanton-zuerich,Steuerkraft (arith. Mittel 3 Jahre) [Mio.Fr.], Steuerkraft (arith. Mittel 3 Jahre) [Mio.Fr.] Steuerkraft absolut (Nettosteuerertrag zu 100%): arithm. Mittel der letzten 3 Jahre. bezirke gemeindefinanzen gemeinden kanton_zuerich ogd steuerkraft steuern Öffentliche Verwaltung und Finanzen,True
318@statistisches-amt-kanton-zuerich,Arbeitslosenanteil an Bevölkerung 15-64 Jahre [%]," Arbeitslosenanteil an Bevölkerung 15-64 Jahre [%] Anteil Arbeitslose an der zivilrechtlichen Wohnbevölkerung zwischen 15 und 64 Jahren. Aus Datenschutzgründen dürfen Quoten von Gemeinden mit weniger als 5 Arbeitslosen (Jahresmittel) nicht ausgewiesen werden. arbeitslose arbeitslosenquote arbeitslosigkeit arbeitsmarkt bezirke gemeinden kanton_zuerich ogd Arbeit, Erwerb",True
326@statistisches-amt-kanton-zuerich,Anteil 2-Personenhaushalte [%], Anteil 2-Personenhaushalte [%] Anteil Zweipersonenhaushalte an allen Privathaushalten bevoelkerung bezirke gemeinden haushalt-typ haushalte haushaltsgroesse kanton_zuerich ogd Bevölkerung,True
291@statistisches-amt-kanton-zuerich,Steuerb. Vermögen natürl. Pers. 25%-Quantil [Fr.]," Steuerb. Vermögen natürl. Pers. 25%-Quantil [Fr.] Steuerbares Vermögen natürlicher Personen des Kantonalen Steueramts. Das 25%-Quantil ist ein Schwellenwert: Ein Viertel der Steuerpflichtigen liegt unter, die anderen drei Viertel über diesem Wert. bezirke gemeinden kanton_zuerich natuerliche_personen ogd steuerbares_vermoegen vermoegen Öffentliche Verwaltung und Finanzen",True
391@statistisches-amt-kanton-zuerich,Anteil GK F [%]," Anteil GK F [%] Anteil Einwohner pro ÖV-Güteklasse F: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf) kanton_zuerich oeffentlicher_verkehr ogd verkehr Mobilität und Verkehr",True
358@statistisches-amt-kanton-zuerich,Anteil EFH am Wohnungsbestand [%], Anteil EFH am Wohnungsbestand [%] Anteil EFH am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT. bezirke einfamilienhaus gemeinden immobilien kanton_zuerich ogd wohnungsbestand Bau- und Wohnungswesen,True
386@statistisches-amt-kanton-zuerich,Anteil GK A [%]," Anteil GK A [%] Anteil Einwohner pro ÖV-Güteklasse A: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf) kanton_zuerich oeffentlicher_verkehr ogd verkehr Mobilität und Verkehr",True
115@statistisches-amt-kanton-zuerich,Bevölkerung: katholisch [Pers.]," Bevölkerung: katholisch [Pers.] Katholische Wohnbevölkerung (zivilrechtlicher Wohnsitz; ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber).  bevoelkerung bezirke gemeinden kanton_zuerich katholisch konfession ogd religion Bevölkerung",True
203@statistisches-amt-kanton-zuerich,Zuzüge [Pers.]," Zuzüge [Pers.] Anzahl zugezogene Personen. Hinweis: Ab 2011 Wechsel des Produktionsverfahrens und neue Definition der ständigen Wohnbevölkerung, die zusätzlich Personen im Asylprozess mit einer Gesamtaufenthaltsdauer von mindestens 12 Monaten umfasst. Inkl. innerkantonaler Wanderungen. bevoelkerung bezirke gemeinden kanton_zuerich ogd wanderungen zuzuege-wegzuege Bevölkerung",True
404@statistisches-amt-kanton-zuerich,Total ordentlich Besteuerte [Anz.], Total ordentlich Besteuerte [Anz.] Ordentlich besteuerte natürliche Personen bezirke gemeinden kanton_zuerich oeffentliche_finanzen ogd steuerpflichtige Öffentliche Verwaltung und Finanzen,True
465@gemeindeamt-kanton-zuerich,Bilanzwert der langfristigen Schulden [Fr./Einw.], Bilanzwert der langfristigen Schulden [Fr./Einw.] Bilanzwert der langfristigen Schulden pro Kopf pro konsolidierte Gemeinde. gemeindefinanzen gemeinden ogd Öffentliche Verwaltung und Finanzen,True
563@awel-kanton-zuerich,Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte," Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte Seit Frühjahr 2019 betreibt das AWEL des Kantons Zürich ein Messnetz aus rund 40 Lufttemperatur und -feuchte Sensoren (LoRa). Die Sensor-Standorte befinden sich hauptsächlich im städtischen Raum, verdichtet in der Stadt Zürich, aber auch in weiteren Gemeinden im Kanton Zürich. Ziel des Messnetzes ist es, Messdaten für Stadtklima-Analysen bereitzustellen, damit Aspekte des Lokalklimas und Klimawandels stärker sichtbar werden und in der Raumplanung und Stadtentwicklung berücksichtigt werden können. Mit Hilfe dieser Daten lassen sich u.a. die Auswirkungen von Hitzewellen im städtischen Raum beschreiben. Das Messnetz wird durch das AWEL betrieben, unter Beteiligung der Stadt Zürich; die weiteren Standort-Gemeinden sind über die Messaktivität informiert. 
Der hier verfügbare Datensatz wird täglich aktualisiert und umfasst alle, für die Standorte gültigen Messwerte im 10 Minuten Mittel, inklusive entsprechender Standortinformationen. Weitere Angaben zu Datensatz-Struktur und verwendeten Sensoren sind im Datensatz-Beschrieb zu finden. luft lufttemperaturen ogd Raum, Umwelt",True
242@statistisches-amt-kanton-zuerich,Gesamtbericht Zufriedenheitsbefragung der betreuten Personen - Wohnen & Arbeit," Gesamtbericht Zufriedenheitsbefragung der betreuten Personen - Wohnen & Arbeit Der Gesamtbericht enthält die Resultate der Betreutenbefragung aller Institutionen für Menschen mit Behinderung, die teilgenommen haben. Gesundheit",False
243@statistisches-amt-kanton-zuerich,Individualbericht Betreutenbefragung inkl. Vorjahresvergleich, Individualbericht Betreutenbefragung inkl. Vorjahresvergleich Der Individualbericht zeigt beispielhaft die Aufbereitung der eigenen Resultate den jede teilnehmende Institutionen erhält. Gesundheit,False
248@statistisches-amt-kanton-zuerich,Vergleich der Fragebögen für Angehörige und externe Stellen, Vergleich der Fragebögen für Angehörige und externe Stellen In der Datei werden die beiden Fragebögen für Angehörige und externe Stellen einander gegenübergestellt. Gesundheit,False
57@statistisches-amt-kanton-zuerich,Hotelbetten [Anz.]," Hotelbetten [Anz.] Anzahl Hotelbetten im Juni des Erhebungsjahres. Daten des aktuellsten Jahres sind provisorisch! betten bezirke gastgewerbe gemeinden hotelbetriebe hotellerie kanton_zuerich ogd Industrie, Dienstleistungen",True
